ID_CONTA	DT_ACORDO	NU_DIAS_ATRASO	VALOR_CRELIQ	DIVIDA_ATUAL	RESPOSTA
1220529	2018-11-22	257	618.93000000	948.90000000	0
1403469	2018-11-22	235	418.06000000	614.12000000	0
640146	2018-11-22	347	3214.19000000	5869.02000000	0
1012456	2018-11-22	242	403.71000000	601.16000000	0
1299874	2018-11-22	257	1893.79000000	2903.40000000	0
1322532	2018-11-22	211	341.93000000	479.42000000	0
1329629	2018-11-22	211	1178.81000000	1652.79000000	0
1389605	2018-11-22	257	651.66000000	999.08000000	0
1038974	2018-11-22	294	628.66000000	1035.63000000	0
1016687	2018-11-22	285	2418.76000000	3915.52000000	0
695098	2018-11-22	301	1901.21000000	3174.84000000	0
1206990	2018-11-22	321	416.67000000	723.37000000	0
623211	2018-11-22	280	734.57000000	1177.64000000	0
122814	2018-11-22	196	954.54000000	1299.91000000	0
1321007	2018-11-22	242	546.39000000	813.63000000	0
1094497	2018-11-22	325	413.87000000	724.09000000	1
1365268	2018-11-22	231	601.63000000	876.94000000	0
1016832	2018-11-22	356	4972.06000000	9238.93000000	0
696268	2018-11-22	301	1691.38000000	2824.45000000	0
1299976	2018-11-22	316	635.62000000	1092.80000000	0
623652	2018-11-22	337	3091.15000000	5535.78000000	0
1415524	2018-11-22	242	459.26000000	683.88000000	0
1329829	2018-11-22	201	658.89000000	906.04000000	0
1141725	2018-11-22	196	321.65000000	438.03000000	0
117046	2018-11-22	226	3645.97000000	5263.08000000	0
1440149	2018-11-22	196	361.69000000	492.55000000	0
1330772	2018-11-22	316	725.33000000	1247.03000000	0
383532	2018-11-22	306	315.55000000	532.08000000	0
1110254	2018-11-22	257	804.88000000	1233.98000000	0
1017132	2018-11-22	196	746.84000000	1017.07000000	0
1418405	2018-11-22	257	530.76000000	813.73000000	0
1129710	2018-11-22	270	282.11000000	443.57000000	0
1035893	2018-11-22	285	3771.28000000	6104.98000000	0
180672	2018-11-22	211	4652.30000000	6522.92000000	0
1331810	2018-11-22	226	2430.91000000	3509.10000000	0
1394353	2018-11-22	247	295.70000000	444.62000000	0
1111354	2018-11-22	285	822.89000000	1332.10000000	0
1162130	2018-11-22	235	430.07000000	631.76000000	0
1330363	2018-11-22	196	849.33000000	1156.63000000	0
1436250	2018-11-22	231	282.31000000	411.51000000	0
1149935	2018-11-22	196	3056.46000000	4162.36000000	0
182776	2018-11-22	262	4131.08000000	6395.25000000	0
1332246	2018-11-22	356	849.38000000	1578.29000000	0
1308466	2018-11-22	294	321.99000000	530.43000000	0
1300608	2018-11-22	290	691.17000000	1129.79000000	0
205606	2018-11-22	316	3879.85000000	6670.53000000	0
633055	2018-11-22	337	545.33000000	976.60000000	0
786702	2018-11-22	247	413.33000000	621.49000000	0
1262577	2018-11-22	235	597.88000000	878.27000000	0
211022	2018-11-22	226	1262.89000000	1823.02000000	0
1332437	2018-11-22	226	684.28000000	987.79000000	0
1277716	2018-11-22	270	395.27000000	621.49000000	0
624281	2018-11-22	280	2939.15000000	4711.93000000	0
1187655	2018-11-22	352	446.57000000	823.38000000	0
1330463	2018-11-22	242	659.30000000	981.76000000	0
1317560	2018-11-22	352	405.03000000	746.80000000	0
1236509	2018-11-22	252	627.97000000	953.44000000	0
1287263	2018-11-22	301	449.61000000	750.80000000	0
1332614	2018-11-22	275	767.08000000	1217.87000000	0
734828	2018-11-22	262	402.94000000	623.79000000	0
1301069	2018-11-22	191	668.27000000	901.27000000	0
1303316	2018-11-22	191	558.25000000	752.89000000	0
1287581	2018-11-22	242	546.89000000	814.37000000	0
798805	2018-11-22	201	3399.70000000	4674.97000000	0
1317029	2018-11-22	226	610.70000000	881.56000000	0
1249693	2018-11-22	191	561.19000000	756.85000000	0
1332805	2018-11-22	252	815.22000000	1237.76000000	0
1169017	2018-11-22	290	1637.42000000	2676.53000000	0
1112160	2018-11-22	337	4336.37000000	7765.78000000	0
1285666	2018-11-22	231	637.76000000	929.62000000	1
1301353	2018-11-22	242	547.38000000	815.10000000	0
1430852	2018-11-22	226	402.30000000	580.74000000	0
1321737	2018-11-22	201	461.89000000	635.15000000	1
1367894	2018-11-22	226	644.74000000	930.71000000	0
1333448	2018-11-22	211	908.42000000	1273.67000000	0
1061540	2018-11-22	270	400.40000000	629.56000000	0
1301103	2018-11-22	285	1951.35000000	3158.85000000	0
1146977	2018-11-22	196	557.11000000	758.69000000	0
1438502	2018-11-22	252	537.07000000	815.43000000	0
1378227	2018-11-22	196	593.00000000	807.56000000	0
662908	2018-11-22	231	3787.43000000	5520.63000000	0
1388175	2018-11-22	226	645.99000000	932.51000000	0
1333516	2018-11-22	221	683.82000000	977.57000000	0
1378508	2018-11-22	285	426.81000000	690.92000000	0
624515	2018-11-22	285	708.75000000	1147.34000000	0
819256	2018-11-22	201	553.94000000	761.73000000	0
1429946	2018-11-22	235	515.31000000	756.99000000	0
1022334	2018-11-22	337	1654.31000000	2962.63000000	0
937173	2018-11-22	181	2582.26000000	3415.61000000	0
1099091	2018-11-22	196	558.90000000	761.12000000	0
1333682	2018-11-22	311	774.97000000	1319.51000000	0
1417990	2018-11-22	231	411.42000000	599.69000000	0
1112192	2018-11-22	221	2513.48000000	3593.24000000	0
1022997	2018-11-22	211	1970.82000000	2763.26000000	0
1212674	2018-11-22	311	576.81000000	982.11000000	0
1102415	2018-11-22	280	443.34000000	710.74000000	0
1205627	2018-11-22	342	582.84000000	1053.97000000	0
1023547	2018-11-22	252	955.20000000	1450.29000000	0
1117390	2018-11-22	196	1446.29000000	1969.60000000	0
1316592	2018-11-22	242	437.60000000	651.62000000	0
626228	2018-11-22	332	1228.78000000	2179.28000000	0
1023590	2018-11-22	257	1536.52000000	2355.66000000	0
1297449	2018-11-22	201	428.93000000	589.83000000	0
1225512	2018-11-22	321	450.38000000	781.89000000	0
1423023	2018-11-22	257	573.10000000	878.63000000	0
1330316	2018-11-22	196	364.82000000	496.82000000	0
1333784	2018-11-22	221	1100.30000000	1572.98000000	1
1422316	2018-11-22	205	338.76000000	469.47000000	0
1301308	2018-11-22	311	1131.52000000	1926.58000000	0
1023801	2018-11-22	242	1728.81000000	2574.37000000	0
1443710	2018-11-22	193	435.66000000	589.85000000	0
1281471	2018-11-22	325	447.93000000	783.70000000	0
1424660	2018-11-22	257	573.36000000	879.03000000	0
1441334	2018-11-22	216	450.13000000	637.28000000	0
1333907	2018-11-22	221	1516.44000000	2167.88000000	0
1225837	2018-11-22	316	456.06000000	784.09000000	0
626853	2018-11-22	316	2534.17000000	4356.92000000	0
1210102	2018-11-22	301	451.09000000	753.28000000	0
1304519	2018-11-22	196	433.83000000	590.80000000	0
1302256	2018-11-22	252	430.61000000	653.79000000	0
1384633	2018-11-22	285	593.58000000	960.90000000	0
1024065	2018-11-22	247	1872.80000000	2816.00000000	1
1333948	2018-11-22	280	1519.82000000	2436.52000000	0
1330296	2018-11-22	196	614.89000000	837.37000000	0
1047873	2018-11-22	191	2817.03000000	3799.22000000	0
1024233	2018-11-22	247	958.82000000	1441.71000000	0
837064	2018-11-22	321	567.70000000	985.55000000	0
1377217	2018-11-22	226	628.09000000	906.67000000	1
1218213	2018-11-22	262	569.36000000	881.42000000	0
1426562	2018-11-22	252	455.43000000	691.47000000	0
1334877	2018-11-22	226	1474.24000000	2128.11000000	0
663611	2018-11-22	262	423.89000000	656.21000000	0
1048107	2018-11-22	252	716.87000000	1088.42000000	0
964823	2018-11-22	231	438.19000000	638.72000000	0
1384139	2018-11-22	262	530.75000000	821.65000000	0
1321465	2018-11-22	191	624.43000000	842.15000000	0
833689	2018-11-22	332	596.51000000	1057.92000000	0
1298053	2018-11-22	332	468.28000000	830.52000000	0
1006945	2018-11-22	201	1428.76000000	1964.72000000	0
1413442	2018-11-22	247	437.44000000	657.74000000	0
1048248	2018-11-22	325	2277.81000000	3985.24000000	0
1450519	2018-11-22	208	357.92000000	498.92000000	0
1180647	2018-11-22	257	1158.52000000	1776.15000000	0
1231578	2018-11-22	226	420.69000000	607.27000000	0
1352614	2018-11-22	226	598.35000000	863.74000000	0
1199191	2018-11-22	252	438.62000000	665.96000000	0
1335043	2018-11-22	337	672.10000000	1203.63000000	0
1376199	2018-11-22	257	429.13000000	657.91000000	0
1302114	2018-11-22	311	1123.84000000	1913.52000000	0
1021366	2018-11-22	321	2063.54000000	3582.40000000	0
1368952	2018-11-22	226	525.75000000	758.94000000	0
469479	2018-11-22	332	445.63000000	790.34000000	0
1255296	2018-11-22	270	595.76000000	936.73000000	0
1377721	2018-11-22	301	649.82000000	1085.13000000	0
1335113	2018-11-22	306	701.07000000	1182.13000000	0
897605	2018-11-22	332	3901.72000000	6919.85000000	0
1048584	2018-11-22	231	1002.85000000	1461.78000000	0
1023756	2018-11-22	311	2647.17000000	4507.21000000	0
1180761	2018-11-22	221	1044.37000000	1493.01000000	0
891646	2018-11-22	352	1492.43000000	2751.72000000	0
1400696	2018-11-22	181	478.81000000	633.33000000	0
1080705	2018-11-22	301	450.46000000	752.22000000	0
1335311	2018-11-22	191	2632.13000000	3549.87000000	0
1306250	2018-11-22	231	418.40000000	609.88000000	0
1048618	2018-11-22	342	2785.45000000	5037.00000000	0
722057	2018-11-22	337	462.25000000	827.81000000	0
1094743	2018-11-22	226	526.55000000	760.09000000	0
1185393	2018-11-22	211	339.29000000	475.72000000	0
1448760	2018-11-22	203	286.66000000	395.73000000	0
1024360	2018-11-22	321	6892.26000000	11965.30000000	0
1335647	2018-11-22	226	973.54000000	1405.34000000	0
1377060	2018-11-22	242	444.36000000	661.70000000	0
1302303	2018-11-22	301	1045.29000000	1745.54000000	0
1021064	2018-11-22	242	2557.10000000	3807.78000000	0
1181254	2018-11-22	332	2041.03000000	3619.85000000	0
1180545	2018-11-22	280	450.45000000	722.15000000	0
868254	2018-11-22	221	605.83000000	866.09000000	0
286833	2018-11-22	231	1875.24000000	2733.38000000	0
1336190	2018-11-22	221	686.72000000	981.72000000	0
1258759	2018-11-22	257	427.60000000	655.55000000	0
1029589	2018-11-22	231	5334.45000000	7775.61000000	0
290377	2018-11-22	275	3752.62000000	5957.91000000	0
1181397	2018-11-22	226	699.99000000	1010.46000000	0
1053949	2018-11-22	257	427.64000000	655.63000000	0
1390667	2018-11-22	226	601.92000000	868.90000000	0
1021947	2018-11-22	221	2011.43000000	2875.51000000	0
1336356	2018-11-22	321	1288.10000000	2236.20000000	0
1343559	2018-11-22	205	341.00000000	472.57000000	0
1049177	2018-11-22	316	2161.84000000	3716.80000000	0
1022702	2018-11-22	257	2712.92000000	4159.24000000	0
1181683	2018-11-22	301	3831.11000000	6397.60000000	0
1396546	2018-11-22	221	636.98000000	910.61000000	0
457943	2018-11-22	257	614.70000000	942.40000000	1
1022851	2018-11-22	211	1052.73000000	1476.01000000	0
1336358	2018-11-22	321	778.87000000	1352.15000000	0
1250010	2018-11-22	301	419.62000000	700.72000000	0
1050290	2018-11-22	262	1948.92000000	3017.09000000	1
309229	2018-11-22	226	6321.96000000	9125.96000000	0
1377033	2018-11-22	280	561.49000000	900.17000000	0
510361	2018-11-22	352	418.15000000	770.98000000	0
1425964	2018-11-22	226	602.82000000	870.19000000	0
1060670	2018-11-22	262	3392.66000000	5252.12000000	0
1336413	2018-11-22	216	1323.37000000	1873.58000000	0
1269062	2018-11-22	316	449.52000000	772.84000000	0
1050449	2018-11-22	332	2607.15000000	4623.88000000	0
1375700	2018-11-22	196	556.79000000	758.25000000	0
1318598	2018-11-22	321	675.40000000	1172.54000000	0
1343684	2018-11-22	226	413.65000000	597.12000000	0
1150708	2018-11-22	252	621.52000000	943.65000000	0
1137933	2018-11-22	280	676.12000000	1083.93000000	0
1336513	2018-11-22	257	1121.38000000	1719.21000000	0
372817	2018-11-22	347	1542.54000000	2816.63000000	0
1302705	2018-11-22	321	810.21000000	1406.57000000	0
1191364	2018-11-22	191	563.15000000	759.49000000	0
1336993	2018-11-22	196	436.52000000	594.46000000	1
1108004	2018-11-22	247	9188.11000000	13815.53000000	0
1421333	2018-11-22	205	491.37000000	680.97000000	0
1282612	2018-11-22	196	559.60000000	762.07000000	0
1378874	2018-11-22	201	1422.57000000	1956.20000000	0
826736	2018-11-22	290	1533.93000000	2507.37000000	0
1051158	2018-11-22	226	1777.90000000	2566.46000000	0
1318227	2018-11-22	211	354.07000000	496.43000000	0
1182215	2018-11-22	191	1591.06000000	2145.80000000	0
923525	2018-11-22	352	3796.01000000	6999.04000000	0
1004108	2018-11-22	290	633.53000000	1035.57000000	0
1361026	2018-11-22	235	434.07000000	637.64000000	0
1337026	2018-11-22	342	1165.66000000	2107.90000000	0
924261	2018-11-22	290	1527.78000000	2497.30000000	0
901984	2018-11-22	196	4637.19000000	6315.04000000	0
930265	2018-11-22	290	461.44000000	754.27000000	0
1115878	2018-11-22	257	2683.60000000	4114.28000000	0
1429359	2018-11-22	196	611.76000000	833.11000000	0
804028	2018-11-22	280	645.97000000	1035.58000000	0
1343997	2018-11-22	211	355.17000000	497.98000000	0
1337151	2018-11-22	257	674.17000000	1033.58000000	0
1329126	2018-11-22	201	606.33000000	833.76000000	0
586828	2018-11-22	285	1438.97000000	2329.40000000	0
1013023	2018-11-22	231	885.55000000	1290.80000000	0
1318948	2018-11-22	316	1322.74000000	2274.16000000	0
795659	2018-11-22	280	443.40000000	710.85000000	0
764169	2018-11-22	262	3701.67000000	5730.49000000	0
1017588	2018-11-22	211	1881.98000000	2638.69000000	0
1337494	2018-11-22	316	1224.17000000	2104.67000000	0
433881	2018-11-22	252	430.16000000	653.11000000	0
587546	2018-11-22	226	2550.08000000	3681.12000000	0
1017622	2018-11-22	270	1620.65000000	2548.19000000	0
1318959	2018-11-22	311	1030.78000000	1755.06000000	0
1421675	2018-11-22	205	603.63000000	836.53000000	0
1020938	2018-11-22	181	2441.43000000	3229.33000000	0
1262524	2018-11-22	205	2935.43000000	4068.03000000	0
1337524	2018-11-22	252	792.76000000	1203.65000000	0
1045743	2018-11-22	226	627.38000000	905.65000000	0
588139	2018-11-22	301	1091.42000000	1822.56000000	0
909007	2018-11-22	226	3048.52000000	4400.64000000	0
710123	2018-11-22	211	1682.42000000	2358.89000000	0
1310510	2018-11-22	347	429.90000000	784.98000000	0
988531	2018-11-22	201	2952.21000000	4059.63000000	0
328135	2018-11-22	311	934.90000000	1591.81000000	0
1183963	2018-11-22	332	1346.03000000	2387.25000000	0
1391948	2018-11-22	181	451.27000000	596.90000000	0
590004	2018-11-22	231	1923.07000000	2803.10000000	1
1211464	2018-11-22	242	463.29000000	689.89000000	0
1166282	2018-11-22	231	2746.13000000	4002.82000000	1
1329280	2018-11-22	226	628.65000000	907.48000000	0
1342099	2018-11-22	235	598.97000000	879.88000000	0
330141	2018-11-22	257	729.64000000	1118.63000000	0
1183995	2018-11-22	181	702.07000000	928.64000000	0
749521	2018-11-22	316	3570.04000000	6137.88000000	0
592240	2018-11-22	226	1362.16000000	1966.31000000	0
337300	2018-11-22	226	1812.40000000	2616.27000000	0
1319209	2018-11-22	196	701.90000000	955.87000000	0
1275840	2018-11-22	196	609.87000000	830.53000000	0
1170364	2018-11-22	231	606.39000000	883.89000000	0
981891	2018-11-22	201	361.94000000	497.72000000	0
1268363	2018-11-22	285	4047.33000000	6551.84000000	0
1222019	2018-11-22	196	343.02000000	467.13000000	0
594355	2018-11-22	226	5264.07000000	7598.85000000	0
338670	2018-11-22	226	2590.49000000	3739.46000000	0
714685	2018-11-22	280	4192.98000000	6722.02000000	0
902650	2018-11-22	280	441.71000000	708.13000000	0
1256267	2018-11-22	280	651.58000000	1044.60000000	0
342450	2018-11-22	257	3933.39000000	6030.37000000	0
1337992	2018-11-22	316	771.02000000	1325.60000000	0
595644	2018-11-22	285	439.09000000	710.80000000	0
594848	2018-11-22	311	1349.22000000	2297.27000000	0
1356126	2018-11-22	211	355.51000000	498.45000000	0
1319745	2018-11-22	321	836.45000000	1452.11000000	0
1215279	2018-11-22	337	285.70000000	511.64000000	0
643538	2018-11-22	252	630.73000000	957.64000000	0
344822	2018-11-22	285	899.94000000	1456.83000000	0
1184333	2018-11-22	332	1457.00000000	2584.04000000	0
1263862	2018-11-22	235	268.11000000	393.85000000	1
597574	2018-11-22	280	2716.91000000	4355.65000000	0
349200	2018-11-22	211	894.65000000	1254.38000000	0
1117257	2018-11-22	247	1344.72000000	2021.96000000	0
1428997	2018-11-22	231	271.24000000	395.36000000	0
1424127	2018-11-22	231	606.93000000	884.67000000	0
349904	2018-11-22	285	2069.39000000	3349.94000000	0
1119955	2018-11-22	316	721.29000000	1240.10000000	0
1218821	2018-11-22	325	293.93000000	514.26000000	0
597624	2018-11-22	205	2780.49000000	3853.31000000	0
355386	2018-11-22	311	948.80000000	1615.47000000	0
916282	2018-11-22	191	425.36000000	573.66000000	0
1251192	2018-11-22	226	277.80000000	401.01000000	1
1003458	2018-11-22	226	614.38000000	886.88000000	0
361459	2018-11-22	311	3007.00000000	5119.89000000	0
1125688	2018-11-22	257	2807.12000000	4303.66000000	0
1331146	2018-11-22	316	304.69000000	523.83000000	0
598567	2018-11-22	311	807.80000000	1375.40000000	0
364008	2018-11-22	311	7024.94000000	11961.07000000	0
1114879	2018-11-22	196	1383.20000000	1883.67000000	0
1249888	2018-11-22	257	284.83000000	436.69000000	0
1015689	2018-11-22	257	627.40000000	961.89000000	0
365303	2018-11-22	216	741.64000000	1049.99000000	0
1125888	2018-11-22	290	2723.93000000	4452.55000000	0
1305995	2018-11-22	321	302.02000000	524.33000000	0
599010	2018-11-22	211	2666.72000000	3738.97000000	0
369613	2018-11-22	311	1694.35000000	2884.89000000	0
983269	2018-11-22	262	516.49000000	799.57000000	0
1325796	2018-11-22	257	390.99000000	599.44000000	0
1305058	2018-11-22	294	356.10000000	586.63000000	1
1019838	2018-11-22	270	1627.75000000	2559.36000000	0
1151685	2018-11-22	347	1747.72000000	3191.28000000	0
775873	2018-11-22	275	411.97000000	654.07000000	0
599178	2018-11-22	290	3118.81000000	5098.02000000	0
1020131	2018-11-22	347	893.71000000	1631.89000000	0
1110968	2018-11-22	285	538.93000000	872.43000000	0
1399768	2018-11-22	262	387.48000000	599.85000000	0
1433125	2018-11-22	242	367.90000000	547.84000000	0
1021567	2018-11-22	306	1785.07000000	3009.98000000	0
1151874	2018-11-22	221	911.72000000	1303.38000000	0
1318278	2018-11-22	316	631.89000000	1086.38000000	0
601250	2018-11-22	242	2453.90000000	3654.10000000	0
1021712	2018-11-22	226	1407.60000000	2031.91000000	1
1080519	2018-11-22	301	2366.49000000	3951.82000000	0
1307397	2018-11-22	257	651.82000000	999.31000000	0
1322989	2018-11-22	285	370.19000000	599.27000000	0
1022773	2018-11-22	332	2619.42000000	4645.64000000	0
1152178	2018-11-22	290	2057.67000000	3363.48000000	0
809886	2018-11-22	311	425.72000000	724.85000000	0
602361	2018-11-22	306	1725.96000000	2910.30000000	0
1022803	2018-11-22	262	1381.82000000	2139.17000000	0
1294054	2018-11-22	211	4052.18000000	5681.49000000	0
766449	2018-11-22	332	409.15000000	725.64000000	0
1351316	2018-11-22	306	392.52000000	661.87000000	0
1023482	2018-11-22	211	3496.02000000	4901.72000000	0
1153035	2018-11-22	301	2239.11000000	3739.10000000	0
1294612	2018-11-22	321	629.57000000	1092.97000000	0
602679	2018-11-22	285	2913.64000000	4716.62000000	0
1023509	2018-11-22	321	1451.81000000	2520.42000000	0
876909	2018-11-22	290	3178.93000000	5196.30000000	0
1172395	2018-11-22	301	395.99000000	661.26000000	0
1356949	2018-11-22	201	493.51000000	678.63000000	0
1023714	2018-11-22	252	2091.94000000	3176.20000000	0
1154007	2018-11-22	280	1101.21000000	1765.43000000	0
1346035	2018-11-22	262	649.10000000	1004.87000000	0
604683	2018-11-22	226	1088.62000000	1571.46000000	0
1024218	2018-11-22	301	739.40000000	1234.73000000	0
940482	2018-11-22	270	3144.74000000	4944.55000000	0
1308933	2018-11-22	316	637.15000000	1095.43000000	0
1297721	2018-11-22	290	629.45000000	1028.90000000	0
1025118	2018-11-22	294	2139.52000000	3524.54000000	0
1154550	2018-11-22	211	1408.39000000	1974.69000000	0
1350566	2018-11-22	311	643.49000000	1095.65000000	0
1057159	2018-11-22	191	422.89000000	570.34000000	0
1285537	2018-11-22	211	950.18000000	1332.24000000	0
1240892	2018-11-22	290	3147.66000000	5145.18000000	0
1408375	2018-11-22	231	384.46000000	560.39000000	0
823655	2018-11-22	301	617.15000000	1030.57000000	0
1285807	2018-11-22	347	711.31000000	1298.84000000	0
1154700	2018-11-22	347	2191.21000000	4001.09000000	0
1320067	2018-11-22	332	410.90000000	728.74000000	0
1377210	2018-11-22	226	506.69000000	731.42000000	0
1286039	2018-11-22	275	2268.16000000	3601.08000000	0
1172621	2018-11-22	290	3088.17000000	5047.93000000	0
1288194	2018-11-22	201	318.04000000	437.35000000	0
1321287	2018-11-22	301	618.58000000	1032.98000000	0
1286273	2018-11-22	211	2088.70000000	2928.53000000	0
1154707	2018-11-22	270	3386.10000000	5324.04000000	0
1239145	2018-11-22	290	405.79000000	663.30000000	0
1230049	2018-11-22	262	511.85000000	792.39000000	0
1286773	2018-11-22	196	1081.73000000	1473.12000000	0
1429540	2018-11-22	191	427.90000000	577.09000000	0
1392429	2018-11-22	196	234.81000000	319.76000000	0
1263827	2018-11-22	211	487.45000000	683.45000000	0
1286975	2018-11-22	242	1295.70000000	1929.42000000	0
1154768	2018-11-22	242	1268.80000000	1889.36000000	0
1339719	2018-11-22	201	232.69000000	319.97000000	0
1236683	2018-11-22	270	504.52000000	793.27000000	0
1286992	2018-11-22	205	741.82000000	1028.04000000	0
1195132	2018-11-22	316	561.21000000	964.88000000	0
1275371	2018-11-22	257	435.37000000	667.47000000	0
734245	2018-11-22	285	3780.65000000	6120.15000000	0
907035	2018-11-22	257	3402.71000000	5216.76000000	0
1098105	2018-11-22	316	5783.74000000	9943.82000000	0
1466645	2018-11-22	198	626.07000000	855.91000000	0
1423488	2018-11-22	242	532.85000000	793.47000000	0
1023268	2018-11-22	332	2234.13000000	3962.33000000	0
1103247	2018-11-22	257	524.84000000	804.65000000	0
1119897	2018-11-22	196	1255.35000000	1709.56000000	0
1267265	2018-11-22	191	511.94000000	690.44000000	0
1275694	2018-11-22	280	759.82000000	1218.11000000	0
1136098	2018-11-22	191	2097.78000000	2829.19000000	0
491848	2018-11-22	196	1252.16000000	1705.21000000	0
736397	2018-11-22	226	5555.85000000	8020.07000000	0
847403	2018-11-22	342	3592.00000000	6495.51000000	0
1352863	2018-11-22	306	573.98000000	967.84000000	0
75769	2018-11-22	337	8365.44000000	14981.22000000	0
1340494	2018-11-22	196	507.60000000	691.26000000	0
312505	2018-11-22	275	3274.33000000	5198.54000000	0
798717	2018-11-22	216	1675.27000000	2371.79000000	0
778518	2018-11-22	191	544.01000000	733.69000000	1
861955	2018-11-22	201	4652.52000000	6397.74000000	0
1023470	2018-11-22	316	1189.44000000	2044.97000000	0
499142	2018-11-22	226	6540.75000000	9441.80000000	0
1337525	2018-11-22	211	523.72000000	734.30000000	0
1284413	2018-11-22	294	636.51000000	1048.55000000	0
1276830	2018-11-22	290	1165.57000000	1905.25000000	0
799628	2018-11-22	316	828.38000000	1424.21000000	0
1336064	2018-11-22	196	539.45000000	734.64000000	0
611346	2018-11-22	285	5739.83000000	9291.69000000	0
1023770	2018-11-22	211	2752.31000000	3858.98000000	0
1091048	2018-11-22	270	1041.82000000	1638.08000000	0
685137	2018-11-22	266	647.34000000	1009.94000000	0
1015484	2018-11-22	252	633.06000000	961.17000000	0
320593	2018-11-22	285	788.91000000	1277.09000000	0
800339	2018-11-22	280	3102.02000000	4973.04000000	0
1434656	2018-11-22	201	233.11000000	320.55000000	0
615047	2018-11-22	216	1095.06000000	1550.35000000	0
1023802	2018-11-22	211	2842.92000000	3986.01000000	0
1167655	2018-11-22	262	3036.39000000	4700.58000000	0
480540	2018-11-22	275	306.58000000	486.75000000	0
1059833	2018-11-22	280	654.75000000	1049.67000000	0
1023838	2018-11-22	316	2753.88000000	4734.66000000	0
1151715	2018-11-22	337	1255.17000000	2247.82000000	0
1290309	2018-11-22	285	420.70000000	681.02000000	0
616476	2018-11-22	316	1117.12000000	1920.64000000	0
1024289	2018-11-22	221	1520.46000000	2173.63000000	0
992043	2018-11-22	231	2874.01000000	4189.21000000	0
1368858	2018-11-22	242	420.45000000	626.09000000	0
1385164	2018-11-22	262	623.22000000	964.80000000	0
342436	2018-11-22	247	2976.38000000	4475.38000000	0
1152612	2018-11-22	337	1843.20000000	3300.90000000	0
1403582	2018-11-22	201	515.06000000	708.26000000	0
633617	2018-11-22	285	1339.81000000	2168.89000000	0
1283935	2018-11-22	247	956.33000000	1437.96000000	0
1082287	2018-11-22	285	1219.24000000	1973.71000000	0
978032	2018-11-22	211	505.60000000	708.89000000	0
714528	2018-11-22	257	629.92000000	965.74000000	0
1283984	2018-11-22	316	1173.64000000	2017.81000000	0
1152980	2018-11-22	257	1537.82000000	2357.66000000	0
1316274	2018-11-22	262	636.53000000	985.39000000	0
635223	2018-11-22	221	1450.64000000	2073.81000000	0
346080	2018-11-22	311	1354.53000000	2306.29000000	0
1082741	2018-11-22	332	1997.09000000	3541.92000000	0
1027318	2018-11-22	266	631.82000000	985.74000000	0
1413258	2018-11-22	196	511.56000000	696.65000000	0
1284052	2018-11-22	321	771.35000000	1339.10000000	0
1153412	2018-11-22	205	725.48000000	1005.40000000	0
1217013	2018-11-22	266	633.38000000	988.18000000	0
1079473	2018-11-22	280	2350.75000000	3768.64000000	0
1151654	2018-11-22	191	1205.27000000	1625.51000000	0
1084327	2018-11-22	211	859.37000000	1204.91000000	0
1309726	2018-11-22	262	639.64000000	990.21000000	0
1173759	2018-11-22	294	641.03000000	1056.01000000	0
1284584	2018-11-22	342	1355.74000000	2451.62000000	0
1154091	2018-11-22	226	1773.15000000	2559.60000000	0
1337441	2018-11-22	211	514.89000000	721.91000000	0
642224	2018-11-22	252	1594.98000000	2421.66000000	0
361171	2018-11-22	196	2970.01000000	4044.63000000	0
1148937	2018-11-22	337	734.10000000	1314.66000000	0
940453	2018-11-22	252	652.96000000	991.38000000	0
1340719	2018-11-22	285	656.39000000	1062.57000000	0
1284684	2018-11-22	196	974.98000000	1327.75000000	0
1154298	2018-11-22	242	1013.45000000	1509.12000000	0
1381029	2018-11-22	201	525.29000000	722.34000000	0
1215362	2018-11-22	196	5055.58000000	6884.82000000	0
1284784	2018-11-22	321	1828.57000000	3174.49000000	0
1149573	2018-11-22	280	1088.27000000	1744.67000000	0
1324005	2018-11-22	196	533.20000000	726.12000000	0
1343123	2018-11-22	205	506.16000000	701.45000000	0
362609	2018-11-22	201	1043.82000000	1435.37000000	0
1154734	2018-11-22	316	977.56000000	1680.70000000	0
878299	2018-11-22	270	635.81000000	999.70000000	1
1046685	2018-11-22	275	3061.90000000	4861.28000000	0
364464	2018-11-22	275	855.52000000	1358.28000000	0
1180458	2018-11-22	270	2746.21000000	4317.94000000	0
1095320	2018-11-22	231	631.76000000	920.88000000	0
1467399	2018-11-22	203	288.72000000	398.56000000	0
1284867	2018-11-22	257	1007.06000000	1543.94000000	0
1139018	2018-11-22	356	1629.78000000	3028.40000000	0
1336705	2018-11-22	226	639.65000000	923.36000000	0
1047019	2018-11-22	290	935.46000000	1529.11000000	0
1285035	2018-11-22	216	1458.96000000	2065.54000000	0
1180643	2018-11-22	231	1771.04000000	2581.52000000	0
1391257	2018-11-22	285	449.71000000	727.99000000	0
1345424	2018-11-22	226	354.10000000	511.16000000	0
1285069	2018-11-22	216	792.56000000	1122.08000000	1
485277	2018-11-22	196	1397.99000000	1903.82000000	0
969926	2018-11-22	226	426.96000000	616.33000000	0
104769	2018-11-22	242	1395.80000000	2078.48000000	0
1099076	2018-11-22	294	439.17000000	723.46000000	1
