ID_CONTA	DT_ACORDO	QTD_PARCELAMENTO_3M	QTD_PARCELAMENTO_6M	QTD_PARCELAMENTO_12M
645301	2019-03-20	1	1	1
647122	2019-03-20	0	0	0
647171	2019-03-20	1	1	1
588311	2019-03-20	1	1	1
588528	2019-03-20	0	0	0
589147	2019-03-20	0	0	0
590985	2019-03-20	0	0	0
591936	2019-03-20	1	2	3
324553	2019-03-20	1	1	2
528381	2019-03-20	0	1	1
531370	2019-03-20	1	1	1
650196	2019-03-20	0	0	0
653070	2019-03-20	0	0	0
653440	2019-03-20	0	0	0
335985	2019-03-20	0	0	0
348604	2019-03-20	0	0	0
594644	2019-03-20	0	1	2
603166	2019-03-20	1	2	3
370513	2019-03-20	0	0	0
660156	2019-03-20	0	0	0
607127	2019-03-20	0	0	0
607344	2019-03-20	0	0	0
608350	2019-03-20	0	0	0
608867	2019-03-20	0	0	0
374289	2019-03-20	0	0	0
610403	2019-03-20	0	0	0
664402	2019-03-20	0	0	0
356621	2019-03-20	1	3	3
359761	2019-03-20	1	1	2
604033	2019-03-20	0	0	0
363623	2019-03-20	0	0	0
363834	2019-03-20	0	0	0
364034	2019-03-20	2	2	2
660110	2019-03-20	0	0	0
610735	2019-03-20	1	1	1
663611	2019-03-20	0	0	0
665226	2019-03-20	1	2	2
666094	2019-03-20	2	2	2
382593	2019-03-20	1	1	1
616476	2019-03-20	0	0	0
397172	2019-03-20	1	2	2
403256	2019-03-20	1	1	1
669981	2019-03-20	1	1	1
670224	2019-03-20	0	0	0
404453	2019-03-20	0	0	0
405989	2019-03-20	0	0	0
407879	2019-03-20	0	0	0
409065	2019-03-20	1	1	2
621213	2019-03-20	1	1	1
685975	2019-03-20	0	0	0
413034	2019-03-20	0	0	0
673421	2019-03-20	0	0	0
422376	2019-03-20	0	0	0
428217	2019-03-20	1	1	1
690162	2019-03-20	0	0	0
677426	2019-03-20	0	0	0
678769	2019-03-20	1	1	1
540775	2019-03-20	0	0	0
543340	2019-03-20	0	0	0
664732	2019-03-20	2	2	3
386668	2019-03-20	0	0	0
390905	2019-03-20	0	0	0
392484	2019-03-20	0	0	0
614753	2019-03-20	0	0	0
618131	2019-03-20	0	0	0
394515	2019-03-20	0	0	0
398193	2019-03-20	1	1	2
670648	2019-03-20	0	0	0
619942	2019-03-20	1	1	1
622818	2019-03-20	0	0	0
417749	2019-03-20	1	2	2
418317	2019-03-20	0	0	1
419383	2019-03-20	0	0	0
420455	2019-03-20	0	0	0
673722	2019-03-20	1	1	1
421423	2019-03-20	0	0	0
688189	2019-03-20	0	0	0
675494	2019-03-20	0	0	0
541694	2019-03-20	0	0	0
543666	2019-03-20	1	2	2
432262	2019-03-20	1	1	1
436263	2019-03-20	0	0	0
437101	2019-03-20	1	1	1
690368	2019-03-20	0	1	2
690463	2019-03-20	0	0	0
330141	2019-03-20	0	0	0
331845	2019-03-20	0	0	0
526513	2019-03-20	0	0	0
649858	2019-03-20	0	0	0
651789	2019-03-20	0	0	0
336559	2019-03-20	0	0	0
341139	2019-03-20	0	0	0
344388	2019-03-20	0	0	0
344822	2019-03-20	0	0	0
346787	2019-03-20	0	0	0
593829	2019-03-20	0	0	0
595644	2019-03-20	0	0	0
599277	2019-03-20	0	0	0
538454	2019-03-20	0	0	0
538754	2019-03-20	0	0	0
654068	2019-03-20	1	1	1
654297	2019-03-20	0	0	0
657637	2019-03-20	0	0	0
349904	2019-03-20	1	1	1
355879	2019-03-20	0	0	0
360089	2019-03-20	0	0	0
602730	2019-03-20	1	1	1
603732	2019-03-20	0	0	0
604534	2019-03-20	0	0	0
605136	2019-03-20	0	0	0
365303	2019-03-20	0	1	2
366982	2019-03-20	1	1	1
605695	2019-03-20	0	0	0
607433	2019-03-20	1	1	1
373591	2019-03-20	1	1	1
609805	2019-03-20	0	0	0
663262	2019-03-20	1	2	2
663596	2019-03-20	1	1	1
1048501	2019-03-20	0	0	0
1037823	2019-03-20	0	0	0
1073008	2019-03-20	0	0	0
1073751	2019-03-20	0	0	0
1074262	2019-03-20	0	1	1
1074423	2019-03-20	1	1	1
1002023	2019-03-20	1	1	1
1002598	2019-03-20	0	0	0
1082318	2019-03-20	1	2	4
813257	2018-11-22	0	0	0
1388250	2018-11-22	0	0	0
897536	2018-11-22	0	0	0
1388643	2018-11-22	0	0	0
1388977	2018-11-22	0	0	0
1390145	2018-11-22	0	0	0
1390720	2018-11-22	0	0	0
1390822	2018-11-22	0	0	0
1177963	2018-11-22	0	0	1
1390922	2018-11-22	0	0	0
419905	2018-11-22	1	1	1
952016	2018-11-22	2	2	2
420042	2018-11-22	0	0	0
432473	2018-11-22	0	0	0
433410	2018-11-22	0	1	1
435399	2018-11-22	0	0	0
437858	2018-11-22	0	0	0
441434	2018-11-22	0	0	0
441902	2018-11-22	0	0	2
441934	2018-11-22	0	0	0
443620	2018-11-22	0	0	0
445846	2018-11-22	0	0	0
448436	2018-11-22	0	0	0
449221	2018-11-22	0	0	0
453230	2018-11-22	1	1	1
456038	2018-11-22	0	0	0
469878	2018-11-22	0	0	0
473536	2018-11-22	0	0	0
475343	2018-11-22	0	0	0
481541	2018-11-22	1	1	1
485436	2018-11-22	1	1	1
488712	2018-11-22	0	0	0
1104949	2018-11-22	0	1	1
489630	2018-11-22	1	1	1
496017	2018-11-22	0	0	0
497854	2018-11-22	0	0	0
498958	2018-11-22	0	0	0
499608	2018-11-22	1	1	1
500279	2018-11-22	1	1	1
501615	2018-11-22	0	0	0
509989	2018-11-22	0	0	0
510957	2018-11-22	1	1	1
511858	2018-11-22	0	0	0
514383	2018-11-22	1	1	1
514701	2018-11-22	0	0	0
519195	2018-11-22	0	0	0
522539	2018-11-22	0	0	0
525130	2018-11-22	0	0	0
525548	2018-11-22	1	3	3
526715	2018-11-22	1	1	1
1172270	2018-11-22	0	1	1
527787	2018-11-22	0	0	0
528755	2018-11-22	0	0	0
530091	2018-11-22	1	1	1
531313	2018-11-22	0	0	0
522122	2018-11-22	1	1	1
534939	2018-11-22	0	0	0
1351744	2018-11-22	0	0	0
1351876	2018-11-22	0	0	0
544131	2018-11-22	0	0	0
547876	2018-11-22	1	1	1
551887	2018-11-22	1	1	1
1352730	2018-11-22	1	1	1
553006	2018-11-22	1	1	1
440562	2018-11-22	0	0	0
333806	2018-11-22	0	0	0
648565	2018-11-22	0	0	0
1216308	2018-11-22	0	0	0
352825	2018-11-22	1	1	2
353844	2018-11-22	1	1	1
358105	2018-11-22	0	0	0
366161	2018-11-22	0	1	2
369320	2018-11-22	0	1	2
369788	2018-11-22	1	2	2
370688	2018-11-22	0	0	0
373613	2018-11-22	0	0	0
379261	2018-11-22	0	0	0
380784	2018-11-22	0	0	0
383224	2018-11-22	1	1	1
224787	2018-11-22	0	0	0
384745	2018-11-22	0	0	0
388303	2018-11-22	2	2	2
389290	2018-11-22	1	1	1
942473	2018-11-22	0	0	0
401304	2018-11-22	0	1	1
404966	2018-11-22	0	0	0
405101	2018-11-22	1	1	1
409645	2018-11-22	0	0	0
415844	2018-11-22	0	0	0
417702	2018-11-22	0	0	0
418420	2018-11-22	2	2	2
1390494	2018-11-22	0	0	0
1391255	2018-11-22	1	1	1
730940	2018-11-22	1	2	2
355165	2018-11-22	1	1	3
915058	2018-11-22	2	2	2
1057207	2018-11-22	1	2	2
588666	2018-11-22	0	0	0
1112845	2018-11-22	0	0	0
794295	2018-11-22	1	1	1
795840	2018-11-22	0	1	1
1188450	2018-11-22	0	0	0
1188516	2018-11-22	1	1	1
1188643	2018-11-22	0	0	0
1188886	2018-11-22	0	0	0
1188911	2018-11-22	0	0	0
1188943	2018-11-22	0	0	0
799611	2018-11-22	1	1	1
1103377	2018-11-22	0	0	0
799877	2018-11-22	2	3	3
800120	2018-11-22	0	0	0
1125391	2018-11-22	0	0	0
1125492	2018-11-22	0	0	0
338986	2018-11-22	1	1	1
1126277	2018-11-22	0	0	0
363986	2018-11-22	2	2	2
1126410	2018-11-22	0	0	0
1128300	2018-11-22	0	1	2
1128317	2018-11-22	1	1	1
1190218	2018-11-22	0	0	0
1190267	2018-11-22	0	0	0
1190286	2018-11-22	0	0	0
1190603	2018-11-22	0	0	0
1191053	2018-11-22	0	0	1
1191471	2018-11-22	0	0	0
1191957	2018-11-22	0	0	0
1192022	2018-11-22	0	0	0
1192358	2018-11-22	1	2	2
475825	2018-11-22	0	0	0
887858	2018-11-22	1	1	1
495013	2018-11-22	1	1	1
767926	2018-11-22	0	0	0
845469	2018-11-22	0	0	0
1375662	2018-11-22	2	2	2
847082	2018-11-22	0	0	0
1375798	2018-11-22	0	0	0
847339	2018-11-22	1	1	1
848143	2018-11-22	1	1	1
1375932	2018-11-22	0	0	0
848211	2018-11-22	0	0	0
848613	2018-11-22	0	0	0
1377066	2018-11-22	1	1	1
1377134	2018-11-22	1	1	1
1377225	2018-11-22	0	0	0
1377302	2018-11-22	0	0	0
1377334	2018-11-22	0	0	0
1377493	2018-11-22	1	1	1
1377627	2018-11-22	2	2	2
567005	2018-11-22	0	0	0
1377893	2018-11-22	0	0	0
1378036	2018-11-22	0	0	0
1378129	2018-11-22	0	0	0
1378565	2018-11-22	1	1	1
1378570	2018-11-22	0	0	0
1379040	2018-11-22	0	0	0
1379372	2018-11-22	0	0	0
1379406	2018-11-22	0	0	0
1380510	2018-11-22	0	0	0
1381671	2018-11-22	0	0	0
999491	2018-11-22	1	1	1
1381812	2018-11-22	0	0	0
1382107	2018-11-22	0	0	0
1382339	2018-11-22	0	0	0
1383007	2018-11-22	0	0	0
386620	2018-11-22	0	0	0
1261384	2018-11-22	1	2	2
1384177	2018-11-22	0	0	0
1384345	2018-11-22	0	0	0
1384456	2018-11-22	0	0	0
1384756	2018-11-22	0	0	0
1385247	2018-11-22	0	0	0
452434	2018-11-22	1	1	1
1386487	2018-11-22	0	0	0
1387289	2018-11-22	0	0	0
1388225	2018-11-22	0	0	0
1100140	2018-11-22	0	0	0
1387545	2018-11-22	0	0	0
1387713	2018-11-22	0	0	0
1387781	2018-11-22	1	1	1
1388824	2018-11-22	1	1	1
1388874	2018-11-22	0	0	0
950099	2018-11-22	1	1	1
1390146	2018-11-22	0	0	0
1390628	2018-11-22	0	0	0
1407008	2018-11-22	2	2	2
1097403	2018-11-22	0	1	1
660664	2018-11-22	0	0	0
610549	2018-11-22	0	1	1
1210747	2018-11-22	0	0	0
1040522	2018-11-22	1	1	1
1084456	2018-11-22	0	0	0
1194828	2018-11-22	1	1	2
1195271	2018-11-22	0	0	0
1195596	2018-11-22	2	2	2
1195610	2018-11-22	2	2	2
1195639	2018-11-22	0	0	0
1126226	2018-11-22	0	0	0
977335	2018-11-22	1	1	1
852374	2018-11-22	0	1	2
1008201	2018-11-22	0	0	0
828542	2018-11-22	1	1	2
1126276	2018-11-22	0	1	2
1126511	2018-11-22	0	0	0
1126575	2018-11-22	2	2	2
1126812	2018-11-22	0	0	0
1127997	2018-11-22	1	2	2
473723	2018-11-22	0	0	0
803124	2018-11-22	0	0	0
1190002	2018-11-22	0	0	0
1159340	2018-11-22	2	2	2
1159459	2018-11-22	0	0	0
1107481	2018-11-22	2	2	3
1107717	2018-11-22	0	1	1
1207257	2018-11-22	0	0	0
1207440	2018-11-22	0	0	1
1207608	2018-11-22	0	0	0
1207925	2018-11-22	0	0	0
1208110	2018-11-22	2	3	3
1208176	2018-11-22	0	0	0
412009	2018-11-22	1	2	2
1208846	2018-11-22	0	0	0
1209129	2018-11-22	0	0	0
89108	2018-11-22	2	2	2
1209163	2018-11-22	2	2	2
1128909	2018-11-22	0	0	0
1129796	2018-11-22	0	0	0
1129862	2018-11-22	0	1	1
1129877	2018-11-22	0	1	1
1130260	2018-11-22	0	0	0
1131081	2018-11-22	0	0	0
1131300	2018-11-22	0	0	0
1131447	2018-11-22	1	2	3
1131832	2018-11-22	1	2	2
1132134	2018-11-22	0	0	0
1132319	2018-11-22	0	0	0
1192851	2018-11-22	0	0	0
1193036	2018-11-22	0	0	0
1193185	2018-11-22	0	0	0
1193568	2018-11-22	0	0	0
954236	2018-11-22	0	0	0
1190701	2018-11-22	0	0	0
1190937	2018-11-22	1	1	1
1191288	2018-11-22	0	0	0
1191370	2018-11-22	0	0	0
1191437	2018-11-22	0	0	0
1191506	2018-11-22	0	0	0
1192191	2018-11-22	1	2	2
1192391	2018-11-22	0	0	0
332185	2018-11-22	1	1	1
1043865	2018-11-22	0	0	0
932079	2018-11-22	1	1	3
1239719	2018-11-22	0	0	1
784078	2018-11-22	1	2	4
1126501	2018-11-22	0	0	0
285850	2018-11-22	1	1	1
1127186	2018-11-22	1	2	2
1127573	2018-11-22	0	0	0
1127820	2018-11-22	0	0	0
1127941	2018-11-22	1	1	1
1128258	2018-11-22	0	0	0
1128658	2018-11-22	0	1	1
1128858	2018-11-22	1	2	2
992216	2018-11-22	1	1	1
1189590	2018-11-22	0	0	0
1189924	2018-11-22	1	1	1
1189977	2018-11-22	1	1	1
1190726	2018-11-22	1	1	1
1191815	2018-11-22	0	0	0
1191947	2018-11-22	1	1	1
1191964	2018-11-22	0	0	0
1191981	2018-11-22	0	0	0
1056879	2018-11-22	0	0	0
1192451	2018-11-22	0	0	0
1155381	2018-11-22	0	2	2
1155483	2018-11-22	0	0	0
1155530	2018-11-22	0	0	0
804887	2018-11-22	0	0	0
1090281	2018-11-22	0	0	1
1383010	2018-11-22	1	1	1
1383060	2018-11-22	0	0	0
1383292	2018-11-22	0	0	0
1383303	2018-11-22	0	0	0
1383746	2018-11-22	0	0	0
1383921	2018-11-22	0	0	0
804040	2018-11-22	1	1	1
1383928	2018-11-22	2	2	2
1384178	2018-11-22	0	0	0
1351559	2018-11-22	0	0	0
1155170	2018-11-22	0	0	0
1155206	2018-11-22	0	0	0
1351742	2018-11-22	0	0	0
1155324	2018-11-22	0	0	0
1155705	2018-11-22	0	0	0
1155706	2018-11-22	1	2	2
1156377	2018-11-22	0	0	0
1156742	2018-11-22	2	2	3
919040	2018-11-22	1	1	1
1077611	2018-11-22	0	0	0
1186843	2018-11-22	0	1	1
1386920	2018-11-22	0	0	0
947759	2018-11-22	0	0	0
1193851	2018-11-22	0	0	0
1193902	2018-11-22	0	0	0
1194221	2018-11-22	0	0	0
1194940	2018-11-22	0	0	0
650097	2018-11-22	0	0	0
1388351	2018-11-22	0	0	0
1278610	2018-11-22	1	1	1
1288169	2018-11-22	0	0	0
309704	2018-11-22	1	1	1
952818	2018-11-22	0	0	0
313233	2018-11-22	0	1	2
314520	2018-11-22	0	0	0
316106	2018-11-22	1	1	2
331750	2018-11-22	0	0	0
345271	2018-11-22	0	0	0
346153	2018-11-22	0	0	0
735053	2018-11-22	1	2	3
348126	2018-11-22	0	0	0
350065	2018-11-22	0	0	0
353541	2018-11-22	0	0	0
361312	2018-11-22	0	0	0
362583	2018-11-22	1	1	1
363519	2018-11-22	0	0	0
367346	2018-11-22	0	0	0
1151193	2018-11-22	0	0	1
1104033	2018-11-22	2	2	2
382222	2018-11-22	1	1	1
384979	2018-11-22	1	1	1
389756	2018-11-22	0	0	0
761208	2018-11-22	0	1	1
390392	2018-11-22	1	1	2
391664	2018-11-22	0	0	0
406753	2018-11-22	0	0	0
409412	2018-11-22	0	0	1
411934	2018-11-22	0	0	0
412537	2018-11-22	0	1	2
413037	2018-11-22	2	2	2
413623	2018-11-22	0	0	0
417650	2018-11-22	2	2	2
420625	2018-11-22	0	0	1
421125	2018-11-22	0	0	0
439195	2018-11-22	1	1	1
446679	2018-11-22	2	2	2
1384378	2018-11-22	0	0	0
1384389	2018-11-22	1	1	1
1384671	2018-11-22	1	1	1
1385064	2018-11-22	0	0	0
461650	2018-11-22	1	1	1
1386275	2018-11-22	0	0	0
1387322	2018-11-22	0	0	0
762853	2018-11-22	1	1	1
1388801	2018-11-22	0	0	0
1388951	2018-11-22	0	0	0
1389887	2018-11-22	1	1	1
1158992	2018-11-22	0	0	0
1159126	2018-11-22	2	2	2
1159641	2018-11-22	0	1	2
1107484	2018-11-22	1	1	1
1207090	2018-11-22	1	1	1
1207541	2018-11-22	0	0	0
1207658	2018-11-22	0	0	0
1207707	2018-11-22	2	2	3
1207858	2018-11-22	0	0	0
1207875	2018-11-22	1	2	2
1209045	2018-11-22	0	0	0
1129308	2018-11-22	2	2	2
1129595	2018-11-22	0	0	0
1129863	2018-11-22	1	2	3
1129944	2018-11-22	0	0	0
1130395	2018-11-22	0	0	0
1131633	2018-11-22	0	0	0
1132818	2018-11-22	0	0	0
1192884	2018-11-22	1	1	1
1192918	2018-11-22	0	0	0
1193584	2018-11-22	0	0	0
1194003	2018-11-22	0	0	0
1387803	2018-11-22	0	0	0
1194871	2018-11-22	0	1	1
1387884	2018-11-22	0	0	0
1387920	2018-11-22	0	0	0
447233	2018-11-22	0	0	0
459380	2018-11-22	1	1	1
460652	2018-11-22	0	0	0
465432	2018-11-22	0	0	0
467153	2018-11-22	0	0	0
475509	2018-11-22	0	0	1
476581	2018-11-22	0	0	0
1129069	2018-11-22	1	1	1
487928	2018-11-22	1	1	1
488210	2018-11-22	0	0	0
491721	2018-11-22	0	0	0
1233789	2018-11-22	1	1	1
503553	2018-11-22	0	0	0
504758	2018-11-22	1	1	1
505176	2018-11-22	1	1	1
508334	2018-11-22	1	1	1
509202	2018-11-22	2	3	3
509434	2018-11-22	1	2	3
1055952	2018-11-22	0	0	0
512678	2018-11-22	0	0	0
513431	2018-11-22	0	0	0
517658	2018-11-22	0	1	1
616312	2018-11-22	1	1	1
525396	2018-11-22	0	0	0
527586	2018-11-22	0	0	0
529308	2018-11-22	1	1	1
1195275	2018-11-22	0	0	0
1388856	2018-11-22	0	0	0
1389288	2018-11-22	0	0	0
1389354	2018-11-22	0	0	0
1389973	2018-11-22	0	0	0
763474	2018-11-22	1	1	1
601394	2018-11-22	0	1	2
1392683	2018-11-22	0	0	0
1392883	2018-11-22	0	0	0
1392898	2018-11-22	0	0	0
1395223	2018-11-22	0	0	0
610069	2018-11-22	0	0	1
1285202	2018-11-22	0	0	0
570319	2018-11-22	0	0	1
576722	2018-11-22	2	2	2
1193510	2018-11-22	0	0	0
1193560	2018-11-22	0	0	0
1193596	2018-11-22	0	0	1
1193759	2018-11-22	0	0	0
581702	2018-11-22	0	0	0
581751	2018-11-22	0	0	0
1194263	2018-11-22	0	0	0
585378	2018-11-22	1	1	1
1194564	2018-11-22	0	0	0
1194581	2018-11-22	0	0	0
1194796	2018-11-22	0	0	0
1194881	2018-11-22	1	1	1
586796	2018-11-22	0	0	0
589757	2018-11-22	0	0	0
1194964	2018-11-22	1	1	1
1195364	2018-11-22	0	0	0
591911	2018-11-22	0	0	0
1195449	2018-11-22	0	0	0
593448	2018-11-22	0	0	0
1195568	2018-11-22	0	0	0
887506	2018-11-22	2	2	2
1103598	2018-11-22	2	3	4
1105101	2018-11-22	1	2	2
1105370	2018-11-22	0	0	1
1106755	2018-11-22	0	0	0
1106956	2018-11-22	1	1	1
1206845	2018-11-22	0	0	0
500028	2018-11-22	0	0	0
1125375	2018-11-22	0	0	0
1125539	2018-11-22	0	0	1
1125625	2018-11-22	2	2	2
1125639	2018-11-22	1	1	1
1125975	2018-11-22	1	1	1
1126093	2018-11-22	1	1	1
896683	2018-11-22	0	0	0
1384712	2018-11-22	0	0	0
1385098	2018-11-22	0	0	0
1385298	2018-11-22	0	0	0
1385323	2018-11-22	0	0	0
1386002	2018-11-22	0	0	0
1386366	2018-11-22	0	0	0
1386834	2018-11-22	0	0	0
532915	2018-11-22	0	0	0
1125058	2018-11-22	0	0	0
537595	2018-11-22	0	0	0
539149	2018-11-22	0	0	0
1351877	2018-11-22	0	0	0
1352246	2018-11-22	0	0	0
1352296	2018-11-22	1	1	1
1352782	2018-11-22	0	0	0
1353014	2018-11-22	0	0	0
1166220	2018-11-22	1	1	1
1353113	2018-11-22	1	1	1
1353181	2018-11-22	0	0	0
1353249	2018-11-22	0	0	0
1353431	2018-11-22	0	0	0
565489	2018-11-22	1	1	1
1353614	2018-11-22	0	0	0
565508	2018-11-22	0	0	0
1353664	2018-11-22	0	0	0
565875	2018-11-22	1	2	2
1353731	2018-11-22	0	0	0
567544	2018-11-22	0	0	0
1354603	2018-11-22	0	0	0
567779	2018-11-22	0	0	0
1355035	2018-11-22	0	0	0
569920	2018-11-22	0	0	0
1356140	2018-11-22	0	0	0
1103418	2018-11-22	0	0	0
1104013	2018-11-22	2	2	2
1156789	2018-11-22	0	0	0
1105383	2018-11-22	1	1	1
804164	2018-11-22	1	1	1
1105658	2018-11-22	0	1	1
806663	2018-11-22	0	1	1
806772	2018-11-22	0	1	2
1105990	2018-11-22	0	0	0
1106324	2018-11-22	0	0	0
1106417	2018-11-22	0	0	0
810107	2018-11-22	1	1	1
810316	2018-11-22	0	0	0
813717	2018-11-22	0	0	0
814058	2018-11-22	1	1	1
815430	2018-11-22	0	0	0
816957	2018-11-22	0	0	0
818095	2018-11-22	0	0	0
818336	2018-11-22	0	0	0
1398894	2018-11-22	0	0	0
819506	2018-11-22	0	0	0
820042	2018-11-22	1	1	1
820233	2018-11-22	1	1	1
1352961	2018-11-22	0	0	0
820676	2018-11-22	0	0	0
618301	2018-11-22	0	0	0
1365918	2018-11-22	0	0	0
1207381	2018-11-22	0	0	0
619252	2018-11-22	1	1	1
1367422	2018-11-22	0	0	0
620074	2018-11-22	1	1	1
1207550	2018-11-22	0	1	3
1367653	2018-11-22	0	0	0
1207799	2018-11-22	0	0	0
622913	2018-11-22	1	2	2
1369057	2018-11-22	0	0	0
623985	2018-11-22	0	0	0
1208785	2018-11-22	0	0	0
1369561	2018-11-22	0	0	0
1209321	2018-11-22	0	0	0
626471	2018-11-22	0	0	0
1375341	2018-11-22	1	1	1
1209489	2018-11-22	0	0	0
626739	2018-11-22	0	0	0
1209539	2018-11-22	0	0	0
1375591	2018-11-22	0	0	0
1376009	2018-11-22	0	0	0
1376313	2018-11-22	0	0	0
1376378	2018-11-22	0	0	0
1376564	2018-11-22	0	0	0
629851	2018-11-22	0	0	0
1376696	2018-11-22	0	0	0
1377146	2018-11-22	0	0	0
1129484	2018-11-22	0	0	0
790351	2018-11-22	1	1	1
790626	2018-11-22	0	0	0
793159	2018-11-22	0	0	0
630148	2018-11-22	1	1	1
1377649	2018-11-22	0	0	0
1129751	2018-11-22	1	3	5
633959	2018-11-22	1	2	2
1129852	2018-11-22	0	0	0
1378468	2018-11-22	0	0	0
1129884	2018-11-22	0	0	0
634878	2018-11-22	0	0	0
1130356	2018-11-22	1	2	3
1130456	2018-11-22	0	0	0
1379035	2018-11-22	0	0	0
637804	2018-11-22	1	1	1
1131724	2018-11-22	0	0	0
1379286	2018-11-22	1	1	1
1379403	2018-11-22	0	0	0
1379536	2018-11-22	0	0	0
1132074	2018-11-22	1	2	2
1379689	2018-11-22	0	0	0
640512	2018-11-22	0	0	0
1379754	2018-11-22	1	1	1
640930	2018-11-22	1	1	1
640948	2018-11-22	1	1	2
1380371	2018-11-22	0	0	0
1380571	2018-11-22	1	1	1
599164	2018-11-22	0	0	0
1380775	2018-11-22	0	0	0
1381476	2018-11-22	0	0	0
1195600	2018-11-22	0	0	0
596323	2018-11-22	0	1	1
597260	2018-11-22	0	0	1
1195735	2018-11-22	0	0	0
720413	2018-11-22	0	0	0
601722	2018-11-22	0	0	0
1158581	2018-11-22	0	1	1
604147	2018-11-22	0	1	1
606451	2018-11-22	1	1	1
1159600	2018-11-22	1	1	1
607138	2018-11-22	1	1	1
1159817	2018-11-22	0	1	2
609577	2018-11-22	1	1	1
1160054	2018-11-22	1	1	1
610346	2018-11-22	1	1	2
1160185	2018-11-22	0	0	0
1356340	2018-11-22	0	0	0
1356372	2018-11-22	1	1	1
1160286	2018-11-22	0	0	0
1356375	2018-11-22	0	0	0
1160336	2018-11-22	0	0	0
1356522	2018-11-22	0	0	0
1160353	2018-11-22	0	0	0
1160535	2018-11-22	0	0	0
1160672	2018-11-22	0	0	0
1357576	2018-11-22	0	0	0
1357776	2018-11-22	0	0	0
1160989	2018-11-22	0	0	0
1361038	2018-11-22	0	0	0
1355299	2018-11-22	0	0	0
823384	2018-11-22	0	0	0
1355535	2018-11-22	0	0	0
1355876	2018-11-22	0	0	0
1356312	2018-11-22	0	0	0
825781	2018-11-22	0	0	0
1356471	2018-11-22	0	0	0
825790	2018-11-22	0	0	0
826081	2018-11-22	0	0	0
1356512	2018-11-22	0	0	0
1356744	2018-11-22	0	0	0
1356812	2018-11-22	0	0	0
1356980	2018-11-22	0	0	0
1357571	2018-11-22	0	0	0
678752	2018-11-22	0	1	1
828432	2018-11-22	0	1	1
1357671	2018-11-22	0	0	0
1359545	2018-11-22	2	2	2
1359820	2018-11-22	0	0	0
829493	2018-11-22	2	2	2
1353963	2018-11-22	0	0	0
1354070	2018-11-22	0	0	0
1354106	2018-11-22	0	0	0
822273	2018-11-22	1	2	2
822282	2018-11-22	1	1	1
1354338	2018-11-22	1	1	1
1003335	2018-11-22	1	1	1
822907	2018-11-22	1	1	1
1355208	2018-11-22	0	0	0
1360758	2018-11-22	1	1	1
1360958	2018-11-22	0	0	0
1361590	2018-11-22	0	0	0
833839	2018-11-22	0	0	0
834382	2018-11-22	0	0	0
1364702	2018-11-22	0	0	0
1365329	2018-11-22	0	0	0
1366029	2018-11-22	0	0	0
1367944	2018-11-22	0	0	0
835518	2018-11-22	0	0	0
1368676	2018-11-22	0	0	0
837188	2018-11-22	0	0	0
837922	2018-11-22	0	0	0
838819	2018-11-22	1	2	2
839362	2018-11-22	0	0	0
839964	2018-11-22	0	0	0
1244238	2018-11-22	0	0	0
840130	2018-11-22	0	0	0
840796	2018-11-22	1	1	1
841534	2018-11-22	0	0	0
842468	2018-11-22	0	0	0
842638	2018-11-22	0	0	0
842797	2018-11-22	2	3	4
843406	2018-11-22	2	2	3
1371111	2018-11-22	0	0	0
843708	2018-11-22	1	1	1
1372088	2018-11-22	0	0	0
1091270	2018-11-22	1	1	1
1106514	2018-11-22	0	0	0
1107033	2018-11-22	1	1	1
543723	2018-11-22	1	1	1
1107214	2018-11-22	0	0	0
1107282	2018-11-22	0	0	0
1126083	2018-11-22	0	0	0
1126151	2018-11-22	0	0	0
1126217	2018-11-22	0	0	0
1126300	2018-11-22	0	0	0
1126302	2018-11-22	0	0	0
1126402	2018-11-22	0	0	0
1126770	2018-11-22	0	0	0
1126868	2018-11-22	0	0	0
1127189	2018-11-22	0	0	0
1127372	2018-11-22	0	0	1
1379775	2018-11-22	0	0	0
1380018	2018-11-22	0	0	0
1380111	2018-11-22	0	0	0
1380679	2018-11-22	0	0	0
1380868	2018-11-22	0	0	0
1380886	2018-11-22	0	0	0
543022	2018-11-22	0	0	0
1380893	2018-11-22	1	1	1
1380993	2018-11-22	0	0	0
1192338	2018-11-22	2	2	3
1381565	2018-11-22	0	0	0
742920	2018-11-22	2	2	2
1381765	2018-11-22	0	0	0
1381790	2018-11-22	0	0	0
1382322	2018-11-22	0	0	0
1382765	2018-11-22	0	0	0
1383076	2018-11-22	1	1	1
1384205	2018-11-22	0	0	0
1188940	2018-11-22	2	3	3
1189372	2018-11-22	0	0	0
1189457	2018-11-22	0	0	0
1189559	2018-11-22	0	0	0
1103370	2018-11-22	1	1	1
1104123	2018-11-22	0	0	0
1105161	2018-11-22	1	1	1
1105493	2018-11-22	0	1	1
1105646	2018-11-22	0	0	0
1081161	2018-11-22	0	0	0
829488	2018-11-22	0	0	0
1047703	2018-11-22	0	0	0
1154544	2018-11-22	1	1	1
1154795	2018-11-22	0	0	0
1154878	2018-11-22	0	0	0
1154965	2018-11-22	0	0	0
1186717	2018-11-22	0	0	0
1187017	2018-11-22	0	0	0
1188021	2018-11-22	0	0	0
1188570	2018-11-22	0	0	0
1188687	2018-11-22	0	0	0
1357450	2018-11-22	0	0	0
