ID_CONTA	DT_ACORDO	QTD_CPC_10D	QTD_CPC_1M	QTD_CPC_3M	QTD_CPC_6M	QTD_CP_10D	QTD_CP_1M	QTD_CP_3M	QTD_CP_6M	QTD_ACIONAMENTO_10D	QTD_ACIONAMENTO_1M	QTD_ACIONAMENTO_3M	QTD_ACIONAMENTO_6M
1423994	2019-03-20	0	0	0	0	0	0	0	6	7	26	67	185
607433	2019-03-20	0	0	0	0	0	0	1	1	2	5	11	80
749075	2019-06-03	0	0	0	0	0	0	2	2	2	15	43	93
1278715	2018-11-22	0	0	1	3	1	1	5	9	11	16	148	198
1243926	2019-03-20	0	0	0	1	0	1	3	4	3	6	28	49
1064771	2019-03-20	0	0	0	0	0	0	0	0	1	7	20	66
901193	2019-03-22	0	0	0	0	0	0	0	0	3	9	35	54
921182	2019-06-03	0	0	0	0	0	0	3	3	0	0	33	229
1281729	2019-06-03	0	0	0	0	0	0	1	1	3	30	83	101
1349465	2019-03-20	0	0	1	1	0	0	0	0	1	6	45	85
893475	2019-06-03	0	0	0	0	0	0	0	0	0	20	50	82
1239790	2019-03-22	0	0	0	0	0	0	0	0	3	5	16	22
716199	2019-03-21	0	0	0	0	0	0	0	0	0	1	29	34
1198350	2019-03-22	0	0	0	0	0	0	0	0	2	8	29	35
881313	2019-06-03	0	0	0	0	0	0	0	0	1	11	79	115
1458694	2019-04-04	0	0	0	0	0	0	0	0	0	0	0	36
1195780	2019-06-03	0	0	0	1	0	1	3	5	2	14	34	128
1371027	2019-06-03	0	0	0	0	0	0	0	0	2	12	44	64
465208	2019-06-03	0	0	0	1	0	0	1	3	3	23	70	85
1183614	2019-06-03	0	0	0	1	0	3	4	8	5	25	45	112
1288753	2018-11-22	0	0	0	0	0	0	0	0	0	25	266	349
1168456	2019-06-03	0	0	0	0	0	0	0	0	1	6	42	175
1166677	2019-06-03	0	0	0	0	0	0	0	0	8	39	143	236
1386389	2018-11-22	0	0	0	0	0	0	0	2	0	3	3	26
909477	2019-06-03	0	0	0	0	0	2	4	4	2	18	47	74
1430286	2019-06-04	0	0	0	0	0	0	1	7	1	7	24	51
1134908	2019-06-03	0	0	0	0	0	0	2	6	2	14	31	90
1161074	2019-06-03	0	0	0	0	0	0	0	0	6	12	28	123
807914	2019-03-22	0	0	0	0	0	0	0	0	0	0	0	0
1088985	2019-06-03	0	0	0	0	0	0	1	2	0	0	21	103
288194	2019-06-03	0	0	1	1	0	1	2	2	3	17	40	58
1210329	2018-11-22	0	0	0	0	0	0	0	0	1	12	117	135
1344444	2019-06-03	0	0	0	0	0	0	0	1	0	4	35	66
1211072	2019-03-21	0	0	0	0	0	0	0	1	1	1	13	44
939941	2018-11-22	0	0	0	0	0	0	1	2	1	5	51	184
1278430	2019-03-20	0	0	0	0	0	0	1	1	0	5	43	207
1322041	2019-03-20	0	0	0	0	0	0	0	0	1	4	19	92
1503068	2019-06-04	0	0	1	2	0	1	5	7	3	24	55	96
1095936	2019-03-22	0	0	0	0	0	0	0	0	1	9	32	35
726909	2019-06-03	0	0	0	0	0	0	0	0	0	0	13	70
1500464	2019-06-04	0	0	1	3	0	1	1	2	2	7	13	81
1273108	2019-03-20	0	0	0	1	1	2	2	3	12	28	28	162
658241	2018-11-22	0	0	0	0	0	0	0	0	9	19	19	19
872874	2019-03-22	0	0	0	0	0	0	0	0	0	0	0	13
1311084	2019-06-03	0	0	0	0	0	0	0	3	3	16	59	108
1007500	2019-06-03	0	0	0	0	0	0	1	1	0	8	65	90
1123526	2019-06-03	0	0	0	0	0	0	0	1	0	0	63	158
1388994	2019-03-20	0	0	1	1	0	0	0	0	3	9	29	33
614652	2019-06-03	0	0	0	0	0	0	0	0	1	12	45	72
183761	2019-06-03	0	0	0	0	0	0	0	0	2	14	42	58
1457475	2019-06-04	0	0	0	1	0	0	1	2	0	7	15	107
297953	2019-03-22	0	0	0	0	1	1	3	3	4	13	30	54
1274421	2019-06-04	0	1	1	1	0	0	1	1	16	50	66	96
937409	2018-11-22	0	0	0	0	0	1	6	9	10	12	41	109
653146	2019-03-20	0	0	0	0	0	0	0	0	1	1	3	8
1020272	2019-06-03	0	0	0	0	0	0	0	9	1	10	25	62
1213189	2019-06-03	0	0	0	0	0	0	1	1	4	13	25	40
549558	2019-04-04	0	0	1	3	0	0	0	4	0	0	9	60
1414232	2018-11-22	0	0	0	0	0	0	0	0	0	1	31	34
721777	2019-03-22	0	0	0	0	0	0	0	1	2	6	14	26
699741	2019-06-03	0	0	0	0	0	0	0	2	1	8	35	56
740117	2018-11-22	0	0	0	0	0	0	0	0	6	10	10	10
1277807	2019-03-22	1	1	1	1	0	0	0	0	4	7	61	141
1462217	2019-06-03	0	0	0	0	0	0	0	0	2	20	58	151
1434516	2019-06-04	0	0	0	0	1	1	2	3	2	4	30	90
804040	2018-11-22	0	0	0	0	0	0	0	0	2	2	2	2
1008351	2019-03-22	0	0	0	0	0	0	0	0	4	15	76	223
1316592	2018-11-22	0	0	0	0	0	0	0	1	1	1	39	89
930158	2019-06-03	0	1	1	1	0	0	1	1	1	10	45	68
1171397	2018-11-22	0	0	0	0	0	0	0	0	12	15	17	17
1197209	2019-03-20	0	0	1	1	0	0	0	0	1	5	16	37
702934	2019-03-22	0	0	0	0	0	0	0	0	0	0	8	140
803351	2019-06-03	0	0	0	0	0	0	0	0	5	31	91	122
1281640	2019-03-20	0	0	0	0	0	0	0	0	0	0	16	23
1229015	2019-06-03	0	0	0	0	0	0	0	0	2	30	50	78
1448446	2019-06-04	0	0	0	0	0	0	1	4	0	2	20	113
1259774	2019-03-22	0	0	0	0	0	0	0	0	1	3	18	46
1299118	2019-06-04	0	0	0	0	0	0	0	1	0	4	14	28
953158	2018-11-22	0	0	0	0	0	0	0	0	0	10	53	57
1473364	2019-06-03	0	0	0	3	0	6	10	12	6	52	92	178
514472	2019-06-03	0	0	0	1	0	0	1	2	4	23	60	124
1177963	2018-11-22	0	0	0	0	0	1	5	5	1	3	28	242
330525	2019-03-22	0	0	0	0	0	0	1	1	2	8	89	127
912604	2018-11-22	0	0	0	0	0	0	0	0	1	1	2	2
1403049	2019-03-20	0	0	1	1	0	0	0	1	0	15	93	144
1230141	2019-06-03	0	0	1	1	0	0	0	3	0	30	66	87
1302014	2019-06-04	0	0	0	0	0	0	3	7	0	22	135	300
684606	2019-06-03	0	0	0	1	0	0	2	8	4	35	212	323
1129069	2018-11-22	0	0	0	0	0	0	0	1	0	7	100	213
1389868	2019-06-04	0	0	1	1	0	0	0	1	15	40	50	67
1306588	2018-11-22	0	0	0	0	0	0	0	0	0	0	2	3
1406631	2019-06-04	0	0	0	0	0	0	0	0	3	6	32	59
369788	2019-06-03	0	0	0	0	0	2	2	3	3	38	88	109
330762	2019-06-03	0	0	1	1	0	4	6	8	4	46	62	110
1377625	2018-11-22	0	0	0	0	0	0	0	0	11	14	14	14
739581	2019-06-03	0	0	1	1	0	1	1	1	1	9	56	108
1247632	2019-06-03	0	1	1	2	0	1	1	2	9	44	122	342
1347712	2019-06-04	0	0	0	0	0	0	0	0	0	8	31	141
785523	2018-11-22	0	0	0	0	0	0	0	0	0	1	1	1
1086904	2018-11-22	0	0	0	1	0	0	2	5	8	16	56	162
1316507	2018-11-22	0	0	1	2	0	0	0	4	11	20	107	221
651332	2019-06-03	0	0	0	0	0	0	6	10	6	25	177	295
1300504	2019-06-04	0	0	0	0	0	0	0	0	3	8	32	153
762320	2018-11-22	0	0	0	0	0	0	0	0	12	16	16	32
729051	2019-06-03	0	0	0	0	0	0	2	2	0	7	26	55
1260563	2019-06-03	0	0	0	0	0	0	1	3	1	6	28	115
732530	2019-03-22	0	0	0	0	0	0	0	0	2	5	29	67
1274103	2018-11-22	0	0	0	0	0	0	0	0	0	0	7	15
1276442	2018-11-22	0	0	0	0	0	0	0	0	0	4	19	64
1478180	2019-06-04	0	0	0	1	0	0	1	2	1	8	30	98
1212081	2019-03-22	0	0	0	0	0	0	0	0	0	2	21	35
1382302	2018-11-22	0	0	0	0	2	2	2	2	11	11	64	71
953029	2019-03-22	0	0	0	0	0	0	0	0	2	4	23	71
584352	2019-06-03	0	0	0	0	0	0	0	0	3	10	36	93
1212075	2019-06-03	0	0	0	0	0	0	0	1	1	12	58	95
1489451	2019-06-04	0	0	0	0	0	0	0	0	0	38	73	162
1039480	2019-06-03	0	0	0	0	0	0	0	2	2	9	36	170
1384243	2019-03-20	0	0	0	0	0	0	0	1	4	9	91	128
1317800	2019-03-21	0	0	1	1	0	0	0	2	0	11	18	77
1470318	2019-06-03	0	0	0	3	0	2	5	7	2	13	38	67
1156522	2019-03-20	0	0	0	0	0	0	0	0	3	7	16	42
841248	2019-06-03	0	0	0	0	0	0	0	0	1	10	86	116
1199664	2018-11-22	0	1	1	1	2	2	2	2	14	17	17	17
1121514	2019-03-22	0	0	0	2	0	0	1	1	4	6	19	59
1548154	2019-06-04	0	0	0	0	0	0	1	1	1	43	97	198
1043931	2019-06-03	0	0	0	0	0	0	2	2	2	14	47	169
1330993	2019-06-03	0	0	0	0	1	3	6	14	4	30	96	159
1343473	2019-03-22	0	0	0	0	0	0	0	0	9	13	32	102
989311	2019-06-03	0	0	0	0	0	1	2	2	0	16	51	64
886627	2019-06-03	0	0	0	0	0	0	1	2	0	19	35	62
1013053	2019-03-22	0	1	2	2	0	0	0	0	0	7	30	52
1409451	2019-06-03	0	0	0	0	0	0	1	1	1	12	42	117
1276910	2018-11-22	0	0	0	0	0	0	0	0	0	8	48	111
975742	2018-11-22	0	0	0	0	0	0	1	2	0	0	111	116
1108611	2019-06-03	0	0	0	0	0	0	0	0	5	16	36	245
1556856	2019-06-04	0	0	0	0	0	0	1	1	1	9	71	232
1224610	2019-06-03	0	0	0	0	0	1	2	2	1	12	45	106
1146069	2019-03-22	0	0	0	0	0	0	0	0	2	5	27	42
1356154	2018-11-22	0	0	0	0	0	0	0	0	0	7	73	160
1481705	2019-06-03	0	0	0	0	0	1	2	9	1	23	109	245
1238471	2018-11-22	0	0	0	0	0	0	0	4	0	0	0	5
328897	2019-03-22	0	0	0	0	0	0	0	0	4	6	19	60
1283476	2019-06-04	0	0	0	0	1	1	1	7	1	7	25	63
1258129	2019-06-03	0	0	0	0	0	1	3	4	0	19	48	78
1188172	2019-03-22	0	0	0	0	0	1	1	2	8	13	38	103
1192953	2019-06-03	0	0	0	0	0	0	0	3	1	7	28	55
1180458	2018-11-22	0	0	0	0	0	0	0	0	7	13	13	13
1132074	2019-03-22	0	0	0	0	0	0	0	0	3	8	47	76
1200911	2019-06-03	0	0	0	0	0	0	0	0	0	5	15	43
982330	2018-11-22	0	0	0	0	0	0	0	0	0	5	5	5
1465704	2019-03-20	0	0	1	7	0	0	0	1	23	27	64	134
627603	2019-06-03	0	0	0	0	0	0	0	0	4	24	212	294
1323817	2018-11-22	0	0	0	0	0	0	2	5	1	6	72	320
791659	2019-03-22	0	0	0	0	0	0	0	0	2	7	34	88
1336585	2019-06-04	0	0	0	0	0	0	1	3	1	21	90	268
705089	2019-06-03	0	0	0	0	0	1	4	13	4	40	66	170
786228	2019-03-22	0	0	0	0	0	0	0	0	3	7	16	22
1084648	2018-11-22	0	0	0	0	0	0	0	0	8	18	18	18
1076460	2018-11-22	0	0	0	0	0	0	0	0	8	11	11	11
1414060	2019-06-04	0	0	0	0	0	0	0	0	1	16	50	141
1322368	2019-03-20	0	0	0	0	1	2	2	3	10	27	90	107
1376969	2019-03-20	0	0	0	0	0	0	1	1	0	4	47	133
848568	2019-06-03	0	0	0	0	0	0	0	1	1	12	25	62
1333562	2018-11-22	0	0	0	0	0	0	1	1	10	11	19	19
1236048	2018-11-22	0	0	0	0	0	0	0	2	3	5	47	119
1377852	2019-03-20	0	0	0	0	0	0	1	2	3	8	28	58
610421	2018-11-22	0	0	0	4	0	2	5	8	1	11	119	149
1242332	2019-03-20	0	0	0	0	0	0	1	3	1	1	3	20
941411	2019-03-21	0	0	0	0	0	0	0	0	1	5	14	79
1168282	2018-11-22	0	0	2	2	0	0	0	1	11	21	156	347
1480352	2019-03-20	0	0	0	0	0	0	0	0	8	28	96	159
1117665	2018-11-22	0	0	0	0	0	0	0	1	0	0	28	51
1307680	2019-03-22	0	0	0	0	0	0	0	0	2	4	25	38
922403	2019-03-22	0	0	0	0	0	0	0	0	3	6	28	38
1101478	2019-06-03	0	0	0	1	0	0	0	0	0	13	34	75
1384634	2019-03-22	0	0	0	1	0	0	1	1	10	21	114	364
931455	2019-03-20	0	0	0	0	0	0	0	0	1	4	4	7
1013604	2019-03-20	0	0	0	0	0	0	0	0	0	0	1	3
626276	2019-06-03	0	0	0	0	0	0	0	0	0	19	39	86
1278614	2019-03-20	0	0	0	0	0	0	0	0	1	4	9	20
868254	2018-11-22	0	0	0	0	0	0	0	2	0	11	168	242
1463582	2019-06-03	0	0	0	0	0	0	0	0	3	25	89	137
924073	2019-06-03	0	0	0	0	0	0	0	0	0	0	0	0
1322359	2019-06-03	0	0	0	0	0	2	3	3	0	9	25	50
1472736	2019-06-03	0	0	0	0	0	0	5	5	1	6	54	100
1340283	2019-06-03	0	0	0	0	0	0	1	1	1	7	87	214
1391942	2019-03-20	0	0	0	2	0	2	3	5	10	25	67	85
795322	2019-06-03	0	0	1	3	0	0	0	2	6	13	26	58
1150757	2018-11-22	0	0	0	0	0	0	0	0	0	0	15	17
1501262	2019-06-04	0	0	0	0	0	0	0	7	2	20	55	163
1021048	2019-03-20	0	0	0	0	0	0	0	2	3	11	20	29
1480313	2019-06-03	0	0	2	2	0	0	0	0	4	41	82	251
1414587	2019-03-20	0	0	0	0	0	0	2	2	9	25	70	86
865482	2019-06-03	0	0	0	0	0	0	0	1	4	19	60	187
1240788	2019-06-03	0	0	0	0	0	0	2	3	1	7	30	59
802600	2019-03-21	0	0	0	0	0	0	0	0	2	5	25	35
1160110	2019-06-03	0	0	0	1	0	0	1	1	2	13	27	43
1344973	2019-06-03	0	0	0	0	0	0	0	0	2	14	39	50
1210760	2018-11-22	0	0	0	0	1	2	2	8	11	14	14	69
1425616	2019-06-04	0	0	0	0	0	0	0	0	1	10	28	97
944918	2019-06-03	0	0	2	2	0	0	3	3	2	37	120	255
1154952	2019-03-20	0	0	1	1	0	0	0	0	11	20	61	247
1057264	2018-11-22	0	0	0	0	0	0	0	0	11	16	16	16
826189	2018-11-22	0	0	0	1	0	0	0	1	2	4	7	13
1326942	2019-06-03	0	0	0	0	0	0	0	1	1	7	27	154
809489	2018-11-22	0	0	0	0	0	0	0	0	8	37	211	434
1095968	2019-06-03	0	0	0	0	0	2	3	3	1	21	70	177
1272527	2018-11-22	0	0	0	0	0	0	0	0	0	1	5	12
1226265	2018-11-22	0	0	0	0	0	0	0	0	7	15	15	15
1397567	2019-06-04	0	0	0	0	0	0	2	2	1	9	25	132
1020860	2019-06-03	0	0	0	0	0	0	0	0	0	0	4	33
1191702	2019-06-03	0	0	0	0	0	0	1	1	1	9	20	42
1444765	2019-06-04	0	0	0	0	0	0	1	4	0	4	19	45
709253	2019-06-03	0	0	0	0	0	0	0	0	2	18	110	129
1292095	2018-11-22	0	0	0	0	1	1	1	1	11	13	13	14
1340823	2018-11-22	0	0	0	0	0	0	0	0	10	14	58	58
1239379	2019-03-22	0	0	0	1	0	0	0	1	1	4	23	44
570319	2019-06-03	0	0	0	0	0	0	1	1	2	21	33	59
896066	2019-03-22	0	0	0	0	0	0	0	0	3	8	63	88
1052107	2019-03-20	0	0	0	1	0	0	0	0	4	9	25	51
560168	2019-03-22	0	0	0	0	0	1	1	1	4	9	20	45
1280338	2019-06-03	0	1	2	3	0	0	0	0	6	7	13	45
1142691	2019-03-21	0	0	0	0	0	0	0	0	1	7	26	56
1180389	2019-03-20	0	0	0	0	0	0	0	1	2	6	28	83
1340090	2019-04-04	0	0	0	1	0	0	0	0	0	8	34	59
1213279	2019-03-22	0	0	0	0	0	0	0	0	1	5	25	176
1258540	2019-03-22	0	0	0	0	0	0	1	1	2	6	35	83
1171979	2018-11-22	0	0	0	0	0	0	0	1	0	0	0	3
1216828	2018-11-22	0	0	0	0	0	0	0	0	10	13	13	13
1456602	2019-06-03	0	0	0	0	0	0	0	0	8	13	39	39
1342803	2018-11-22	0	0	0	0	0	0	0	0	0	2	2	2
1197030	2019-06-03	0	0	0	0	0	0	0	0	1	8	44	106
1430576	2019-06-04	0	0	2	6	0	0	0	2	1	38	99	149
1295442	2019-06-04	0	0	0	0	0	0	1	1	0	19	45	62
1309038	2019-06-03	0	0	0	0	2	2	2	2	3	15	30	56
433018	2018-11-22	0	0	0	0	0	0	0	0	1	10	28	30
1206833	2019-06-03	0	0	0	0	0	0	0	0	0	1	93	112
1516834	2019-06-04	0	0	1	2	0	1	2	2	2	12	73	120
720570	2019-03-22	0	0	0	0	0	0	0	0	2	8	17	28
1286333	2019-06-04	0	0	0	0	0	0	3	5	3	18	68	187
1489407	2019-06-04	0	0	0	1	0	0	1	1	5	47	142	207
1289398	2018-11-22	0	0	0	0	0	0	4	7	0	7	82	186
495844	2019-03-22	0	0	0	0	0	0	0	0	3	6	41	61
1287113	2019-04-04	0	0	1	1	0	0	0	0	0	0	9	17
702633	2019-06-03	0	0	0	0	0	0	0	0	10	29	89	119
1366299	2019-06-03	0	0	0	0	0	0	0	0	1	30	90	147
1050338	2019-06-03	0	0	0	0	0	0	0	0	4	22	64	148
1534162	2019-06-04	0	0	0	1	0	0	1	3	1	5	128	198
355879	2019-06-03	0	0	0	0	0	0	1	1	0	23	42	163
1119654	2018-11-22	0	0	0	0	0	0	0	0	0	5	5	5
1219897	2019-03-22	0	0	0	0	0	0	0	0	16	16	20	24
1106901	2019-03-22	0	0	1	1	0	0	0	0	5	9	42	63
782262	2018-11-22	0	0	3	5	0	0	0	3	10	17	56	157
844981	2019-03-21	0	0	0	0	0	0	0	0	1	1	9	43
1278192	2018-11-22	0	0	0	0	0	0	0	0	0	0	0	37
643538	2018-11-22	0	0	0	0	0	0	0	0	0	9	51	57
1271425	2019-03-22	0	0	0	0	0	0	0	0	3	7	39	49
541004	2018-11-22	0	0	0	0	0	0	0	0	0	1	1	67
1148540	2018-11-22	0	0	0	0	0	0	2	3	1	4	32	118
1160313	2018-11-22	0	0	0	0	0	0	0	0	0	36	69	103
1011539	2019-03-20	0	0	0	0	0	0	0	1	1	18	50	55
776838	2019-03-22	0	0	0	0	0	0	0	0	1	5	25	31
1276724	2019-06-04	0	0	0	0	0	0	0	1	1	8	48	128
1322556	2019-03-20	0	0	0	0	0	0	0	0	8	10	15	33
1206736	2018-11-22	0	0	0	0	0	0	0	0	7	19	19	19
1463926	2019-06-03	0	0	0	0	0	0	4	8	4	6	49	154
1183335	2019-03-22	0	1	1	1	0	1	2	2	0	8	32	43
1007515	2018-11-22	0	0	0	0	0	0	0	0	2	3	3	3
1109286	2019-06-03	0	0	0	1	0	0	1	1	1	7	24	59
1236704	2019-06-03	0	0	0	0	0	0	0	2	0	11	50	81
1509289	2019-06-04	1	2	2	6	1	2	4	9	4	9	24	166
1022334	2019-06-03	0	0	0	0	0	0	0	0	3	28	76	110
666899	2019-06-03	0	0	0	0	0	0	0	0	6	28	76	150
1191585	2019-06-04	0	0	0	0	0	1	2	2	1	12	48	112
400096	2019-03-21	0	0	0	0	1	1	3	6	5	8	44	88
1170222	2019-03-20	0	0	0	0	0	0	0	0	3	6	25	32
717763	2019-03-22	0	0	0	0	0	0	0	0	8	13	111	137
795669	2018-11-22	0	0	0	1	0	0	0	0	2	3	3	23
1273851	2018-11-22	0	0	0	0	2	2	2	2	10	12	12	12
951666	2019-06-03	0	0	0	3	0	0	0	0	1	18	52	191
1107481	2019-06-03	0	0	0	0	0	1	2	4	1	13	20	39
1457224	2019-06-03	0	0	0	0	0	0	0	4	2	14	49	93
422191	2019-03-22	0	0	0	0	0	0	0	0	3	8	22	27
1214255	2019-06-03	0	0	0	0	0	0	0	0	0	10	32	56
1446541	2019-06-04	0	0	0	0	0	0	1	1	4	10	21	46
1391023	2019-03-20	0	0	0	0	1	1	1	1	11	16	82	165
1506575	2019-06-04	0	0	1	4	0	2	3	6	5	33	48	100
673961	2019-03-22	0	0	0	2	0	0	0	1	3	5	18	281
1502642	2019-06-04	0	0	0	0	0	0	4	8	1	11	164	277
1334919	2019-03-20	0	0	0	0	0	0	0	0	0	0	0	34
1089888	2019-03-20	0	0	0	1	1	3	5	11	4	9	31	82
1465803	2019-06-03	0	0	0	0	0	0	0	0	2	22	68	206
719003	2019-06-03	0	0	0	0	0	1	5	10	0	9	23	50
1129379	2018-11-22	0	0	0	0	0	0	0	0	0	1	179	371
1233789	2019-06-03	0	0	0	0	0	0	1	1	1	11	24	40
1335302	2019-03-20	0	0	0	0	0	0	0	0	1	2	3	7
1126504	2019-06-03	0	0	1	1	0	1	1	1	0	20	60	83
1477706	2019-04-04	0	0	0	0	0	0	0	0	6	8	8	23
1212737	2019-06-03	0	0	0	0	1	3	4	5	6	21	66	126
1147586	2018-11-22	0	0	0	0	0	0	0	0	0	0	16	33
744087	2019-06-03	0	0	0	0	0	0	0	0	4	49	213	227
1271878	2019-03-20	0	0	0	0	0	0	0	0	1	4	5	8
895953	2019-03-22	0	0	0	0	0	0	0	0	1	1	2	3
1214077	2018-11-22	0	0	0	0	0	1	5	8	2	5	194	238
1214704	2019-03-22	0	0	0	0	0	0	0	0	2	8	24	132
1376482	2018-11-22	0	0	0	0	0	0	0	0	0	0	45	157
1289472	2019-06-04	0	0	0	0	0	0	1	3	2	12	35	89
1411119	2018-11-22	0	0	0	0	0	0	7	9	10	17	41	49
585337	2019-03-20	0	0	0	0	1	1	1	3	2	10	54	84
1062876	2019-03-21	0	0	0	0	0	0	0	0	6	11	25	38
1188570	2019-06-03	0	0	0	0	0	0	0	0	0	14	60	90
1111255	2019-06-03	0	0	1	1	0	2	2	2	0	17	45	70
1055239	2019-03-22	0	0	0	0	0	0	0	1	3	6	21	63
1253904	2018-11-22	0	0	0	0	1	1	1	1	10	13	13	13
741683	2018-11-22	0	0	0	0	1	1	1	5	1	7	10	53
1190119	2019-06-03	0	0	0	0	0	0	2	2	0	7	24	43
875962	2019-03-22	0	0	2	4	0	0	4	9	11	20	59	93
1258114	2019-03-22	0	0	0	0	0	0	0	0	1	4	30	39
429002	2019-06-03	0	0	0	1	0	0	0	0	0	0	3	9
1381883	2018-11-22	0	0	0	1	0	0	1	1	4	9	95	143
1206507	2018-11-22	0	0	0	0	0	0	0	0	0	2	2	2
1085510	2019-06-03	0	0	0	0	0	0	0	0	1	5	24	50
1379758	2019-06-03	0	1	1	1	0	0	3	7	0	11	38	67
1190124	2019-06-03	0	1	1	1	0	0	0	0	13	23	51	75
664498	2019-06-03	0	0	0	0	0	0	0	0	0	3	48	86
1098105	2018-11-22	0	0	0	0	0	0	0	0	0	1	1	1
1250331	2018-11-22	0	0	0	0	0	0	0	0	1	3	8	10
868410	2019-06-03	0	0	0	0	0	0	2	2	4	18	54	163
1018662	2019-03-20	0	0	0	0	0	0	0	0	4	9	21	28
695382	2018-11-22	0	0	0	0	0	0	0	0	0	1	192	270
809201	2019-06-03	0	0	0	0	0	0	0	0	2	12	77	118
288445	2018-11-22	0	0	0	0	1	1	1	1	2	3	38	38
1016780	2019-03-22	0	0	0	0	0	1	1	4	1	7	20	45
240093	2018-11-22	0	0	0	0	0	0	0	0	2	4	18	25
1220856	2019-03-22	0	0	0	0	0	0	0	0	4	10	20	45
919382	2019-06-03	0	0	0	0	0	0	0	0	1	6	116	242
1457665	2019-06-03	0	0	1	2	0	0	1	3	0	6	24	43
1256462	2019-06-03	0	0	2	2	0	0	0	0	1	21	56	158
761606	2019-03-22	0	0	0	0	0	0	1	3	5	9	24	58
1379436	2019-06-03	0	0	0	0	0	0	0	0	16	30	140	240
1326647	2018-11-22	0	0	0	0	0	0	0	1	0	1	118	214
1220217	2018-11-22	0	0	0	0	0	0	0	0	0	9	36	37
479560	2019-03-22	0	0	0	0	0	0	0	0	3	8	22	35
1133942	2018-11-22	0	0	0	0	0	0	0	1	1	4	6	7
977104	2019-03-22	0	0	0	0	0	0	1	1	1	6	23	73
1275942	2019-03-20	0	0	0	0	0	0	0	0	1	4	25	38
1133209	2019-06-03	0	1	1	2	0	0	1	1	13	15	62	88
1125225	2019-03-20	0	0	0	0	0	0	0	0	0	24	57	91
1244194	2019-06-03	0	0	1	1	1	2	2	2	3	9	19	75
755758	2019-03-20	0	0	0	0	0	0	0	0	2	2	2	7
1125807	2018-11-22	0	0	0	0	0	0	0	0	0	0	124	226
921547	2019-06-03	0	0	0	1	0	0	0	0	0	8	31	146
564806	2019-03-22	0	0	0	0	0	0	0	0	1	5	25	40
1417985	2018-11-22	0	0	2	3	0	1	6	6	10	23	315	349
1285872	2019-06-04	0	0	0	0	0	0	0	3	3	11	52	91
997828	2019-06-03	0	0	0	0	0	4	5	5	3	18	25	46
903579	2019-06-03	0	0	0	0	0	0	0	0	1	12	39	96
1132134	2018-11-22	0	0	0	0	0	0	0	0	0	5	101	201
383128	2019-03-22	0	0	0	0	0	0	0	0	8	9	35	39
739418	2018-11-22	0	0	0	0	0	0	0	0	2	3	3	3
830979	2018-11-22	0	0	0	1	0	0	0	0	0	0	0	2
1073491	2019-03-21	0	0	0	0	0	0	0	0	3	6	23	50
1191201	2018-11-22	1	1	1	1	1	2	2	2	7	12	12	12
1130062	2019-06-03	0	1	2	4	0	1	10	16	1	25	104	210
880885	2019-06-03	0	0	0	0	0	1	1	1	0	18	44	70
1499203	2019-06-04	1	1	1	3	0	1	1	2	17	66	117	255
772556	2019-06-03	0	0	0	0	1	1	2	3	3	33	54	82
815597	2019-03-22	0	0	0	0	0	0	0	0	2	5	18	30
1276184	2018-11-22	0	0	0	0	0	0	0	0	6	20	76	85
985243	2019-06-03	0	0	0	0	0	0	0	0	0	3	5	15
883604	2019-03-22	0	0	2	2	1	1	2	2	3	3	9	27
1409629	2019-03-20	0	0	0	0	0	0	1	1	14	21	70	390
1459161	2019-06-04	0	0	0	0	0	1	3	3	3	20	63	269
1110771	2019-03-22	0	0	0	0	0	0	0	0	1	3	24	87
404121	2019-06-03	0	0	0	0	0	0	2	2	6	18	43	69
1506866	2019-06-04	0	0	0	0	0	1	5	8	2	31	79	150
1458988	2019-06-04	0	0	0	0	0	0	1	1	1	8	30	151
1277403	2019-06-03	0	0	0	0	0	0	0	1	7	48	174	251
1244916	2019-06-04	0	0	0	0	0	0	0	0	1	15	84	183
1099804	2018-11-22	0	0	0	0	0	0	0	0	7	37	145	161
947551	2019-03-22	0	0	0	0	1	1	1	2	2	8	31	56
89539	2019-06-03	0	0	0	0	0	0	0	0	12	47	116	313
1210665	2019-03-20	0	0	0	0	0	0	0	0	1	3	4	22
1258992	2019-06-03	0	0	0	0	0	0	3	4	1	3	98	244
386620	2019-06-03	0	0	0	0	0	0	0	0	1	8	43	66
1351950	2019-06-04	0	0	0	0	0	0	0	0	3	11	53	201
813971	2019-03-22	0	0	0	0	0	0	0	0	2	6	33	177
1487943	2019-06-04	0	0	0	0	1	1	4	4	2	6	31	68
1166829	2019-03-22	0	0	0	0	0	0	0	5	3	5	26	80
1208238	2019-06-03	0	0	0	0	0	1	1	1	0	36	148	156
769014	2018-11-22	0	0	0	0	0	1	1	1	0	1	1	1
564139	2019-06-03	0	0	0	0	0	0	1	2	2	19	35	61
1498344	2019-06-04	0	0	0	2	0	0	2	4	2	15	54	108
1540462	2019-06-04	0	0	0	0	0	0	0	0	1	19	75	224
1489254	2019-06-04	0	0	0	1	0	1	2	7	3	7	85	234
1225327	2019-03-20	0	0	0	1	0	0	0	0	1	1	1	26
694920	2019-06-03	0	0	0	2	0	0	0	0	2	7	32	69
1289633	2019-06-04	0	0	0	0	0	0	0	0	1	11	27	155
